upid,tgtplatethickness1,tgtwidth,steelspec,discharge,rm_time,fm_time,staying_time_pre,staying_time_1,staying_time_2,staying_time_soak,in_fce_time,cooltime,discharge_rm-fm
18901001000,0.0112,2.591,L485M,79.455,116.306,90.338,114,71,95,53,335,6.709,104.4
18901002000,0.0112,2.591,L485M,56.928,111.268,90.58,117,70,96,53,338,6.708,109.051
18901003000,0.0112,2.591,L485M,52.048,115.065,87.165,119,84,81,53,338,6.71,124.461
18901004000,0.0112,2.591,L485M,85.588,113.091,96.239,111,71,94,53,331,6.712,110.83
18901005000,0.0112,2.591,L485M,78.936,113.86,96.33,121,81,81,53,338,6.715,117.891
18901006000,0.0112,2.591,L485M,60.385,116.11,93.751,120,75,89,54,341,6.712,143.331
18901007000,0.0112,2.591,L485M,51.964,110.876,95.518,122,82,80,56,342,6.712,107.521
18901008000,0.0112,2.591,L485M,83.768,113.464,98.203,121,73,88,56,340,6.713,88.859
18901009000,0.0112,2.591,L485M,79.265,111.597,98.391,117,80,87,57,343,6.713,93.314
18901010000,0.0112,2.591,L485M,59.377,108.088,93.75,114,81,90,58,345,6.717,92.834
18901011000,0.0112,2.591,L485M,52.731,116.453,96.159,115,81,89,59,346,6.717,97.911
18901012000,0.0112,2.591,L485M,80.543,106.711,89.66,120,77,88,58,345,6.717,88.519
18901013000,0.0112,2.591,L485M,79.371,109.918,94.275,117,80,88,60,347,6.718,88.263
18901014000,0.0116,2.591,L485M,86.488,108.243,98.942,118,81,90,57,348,6.708,93.164
18901015000,0.0116,2.591,L485M,53.485,109.193,112.805,124,79,84,60,349,6.708,141.75
18901016000,0.0116,2.591,L485M,85.613,107.991,125.914,121,80,84,60,347,6.709,148.367
18901017000,0.0116,2.591,L485M,79.305,115.001,89.085,122,84,82,59,349,6.709,122.738
18901018000,0.0116,2.591,L485M,60.545,168.576,96.057,126,87,79,59,354,6.709,84.144
18901019000,0.0116,2.591,L485M,51.845,103.591,93.068,128,83,83,61,357,6.708,70.457
18901020000,0.0116,2.591,L485M,80.815,119.13,97.393,123,91,75,60,351,6.708,61.974
18901021000,0.0116,2.591,L485M,79.214,108.962,91.764,127,89,75,60,353,6.708,90.101
18901022000,0.0116,2.591,L485M,59.219,109.766,96.53,134,88,79,58,360,6.709,90.768
18901023000,0.0116,2.591,L485M,51.775,90.78,91.633,135,87,78,60,362,6.708,111.396
18901024000,0.0116,2.591,L485M,83.422,126.628,93.118,128,87,78,59,354,6.709,70.134
18901025000,0.0116,2.591,L485M,78.799,133.829,91.001,135,87,77,60,361,6.71,74.3
18901026000,0.0116,2.591,L485M,60.927,116.201,93.882,138,87,77,60,364,6.71,92.604
18901027000,0.0116,2.591,L485M,52.107,86.492,90.911,153,72,78,59,364,6.71,126.669
18901028000,0.0116,2.591,L485M,80.484,110.734,90.63,132,85,79,58,356,6.709,99.366
18901029000,0.0116,2.591,L485M,75.21,113.475,93.409,152,71,82,57,365,6.709,90.421
18901030000,0.0116,2.591,L485M,56.403,122.352,90.097,131,95,84,54,366,6.709,88.85
18901031000,0.0116,2.591,L485M,85.87,94.224,94.415,154,72,80,58,366,6.707,108.629
18901032000,0.0116,2.591,L485M,86.059,117.549,89.952,138,79,81,57,357,6.708,100.417
18901033000,0.0116,2.591,L485M,79.425,123.12,95.661,146,79,84,56,367,6.708,88.126
18901034000,0.0116,2.591,L485M,60.172,115.483,99.024,144,81,87,53,368,6.709,96.774
18901035000,0.0116,2.591,L485M,51.815,104.302,95.659,146,79,83,58,369,6.708,114.668
18901036000,0.0116,2.591,L485M,83.376,122.683,91.339,144,79,83,58,366,6.709,89.433
18901037000,0.0116,2.591,L485M,78.565,115.913,92.066,147,80,84,57,369,6.709,91.68
18901038000,0.0116,2.591,L485M,58.615,118.947,91.827,148,80,82,59,370,6.709,91.493
18901039000,0.0116,2.591,L485M,52.079,113.521,94.228,153,76,84,58,372,6.708,95.317
18901040000,0.0116,2.591,L485M,84.974,117.796,97.061,150,78,84,57,370,6.708,82.985
18901041000,0.0116,2.591,L485M,79.45,115.062,90.233,155,72,87,56,372,6.708,95.719
18901042000,0.0116,2.591,L485M,59.101,125.131,94.562,154,74,84,59,373,6.708,91.87
18901043000,0.0116,2.591,L485M,53.902,113.752,93.137,153,66,94,59,374,6.709,101.947
18901044000,0.0116,2.591,L485M,85.065,118.29,95.572,159,63,89,56,369,6.709,85.334
18901045000,0.0116,2.591,L485M,79.114,349.872,96.72,159,65,85,58,370,6.709,48.195
18901046000,0.0116,2.591,L485M,257.549,113.762,88.844,157,67,87,58,371,6.709,84.333
18901047000,0.0116,2.591,L485M,52.046,86.397,90.144,157,67,87,62,375,6.709,109.482
18901048000,0.0116,2.591,L485M,84.068,87.735,97.738,154,67,87,60,371,6.708,102.339
18901049000,0.0116,2.591,L485M,74.149,108.539,104.747,155,69,85,63,374,6.708,92.581
18901050000,0.0116,2.591,L485M,56.419,111.278,93.985,156,68,84,63,373,6.709,107.851
18901051000,0.0116,2.591,L485M,50.245,118.848,97.637,154,69,86,62,373,6.709,96.955
18901052000,0.0116,2.591,L485M,85.526,114.102,97.304,153,70,85,61,370,6.709,79.579
18901053000,0.0116,2.591,L485M,79.338,112.61,101.185,153,68,87,62,372,6.709,85.201
18901054000,0.0116,2.591,L485M,59.004,107.715,96.055,160,80,75,61,379,6.709,103.149
18901055000,0.0131,2.573,L485M,52.46,101.868,87.358,160,70,88,61,381,7.318,98.534
18901056000,0.0131,2.587,L485M,82.069,116.64,93.549,150,76,81,60,369,7.349,108.346
18901057000,0.0126,2.592,L415M,74.153,136.899,97.451,151,81,74,62,370,9.275,80.444
18901058000,0.02964,2.577,Q550CFD,55.962,106.951,142.803,160,76,82,61,381,18.496,212.338
18901059000,0.02964,2.577,Q550CFD,49.304,113.411,124.799,158,73,86,61,380,18.495,281.964
18901060000,0.02964,2.577,Q550CFD,80.205,126.579,118.896,148,81,78,59,367,18.496,317.905
18901061000,0.02964,2.577,Q550CFD,74.576,139.582,115.54,148,83,76,59,368,18.502,335.036
18901062000,0.02964,2.577,Q550CFD,56.641,147.168,117.117,159,80,79,59,379,18.498,323.808
18901063000,0.02964,2.577,Q550CFD,52.121,162.421,117.302,154,84,76,60,375,18.493,300.828
18901064000,0.02964,2.577,Q550CFD,84.487,153.562,113.99,153,77,88,46,365,18.503,324.383
18901065000,0.02964,2.577,Q550CFD,75.177,159.304,123.948,154,76,88,46,365,18.501,311.085
18901066000,0.02964,2.577,Q550CFD,114.706,121.206,118.178,155,83,89,47,375,18.501,309.503
18901067000,0.02964,2.577,Q550CFD,72.971,143.714,120.906,155,85,79,57,377,18.502,323.576
18901068000,0.02964,2.577,Q550CFD,87.641,155.326,113.905,153,77,87,45,363,0,328.409
18901069000,0.02964,2.577,Q550CFD,79.687,146.773,129.263,152,76,89,46,363,18.499,317.577
18901070000,0.02964,2.577,Q550CFD,74.342,145.159,117.65,165,73,88,47,375,18.508,310.6
18901071000,0.02964,2.577,Q550CFD,60.054,134.493,117.03,162,76,89,47,374,18.505,326.78
18901072000,0.02964,2.577,Q550CFD,81.017,169.524,118.516,151,85,79,45,360,18.508,284.261
18901073000,0.02964,2.577,Q550CFD,83.309,138.531,136.079,139,76,90,44,350,18.499,293.668
18901074000,0.02964,2.577,Q550CFD,55.909,157.77,117.742,174,64,88,46,373,18.509,295.154
18901075000,0.02964,2.577,Q550CFD,55.942,133.63,130.329,148,75,88,47,359,18.509,306.762
18901076000,0.0204,2.072,460LF-TM,183.633,171.654,107.231,147,79,79,44,350,9.789,189.17
18901077000,0.0121,2.591,L290M,77.313,114.529,88.369,159,73,78,52,364,0,119.376
18901078000,0.0121,2.591,L290M,58.854,99.947,84.73,155,80,78,52,366,0,179.079
18901079000,0.0121,2.591,L290M,51.937,108.72,87.696,140,83,78,53,355,0,161.137
18901080000,0.0121,2.591,L290M,82.656,141.842,89.22,149,76,77,51,355,0,98.786
18901081000,0.0121,2.591,L290M,77.857,137.847,89.464,146,75,77,52,351,0,106.286
18901082000,0.0121,2.591,L290M,55.575,121.157,91.485,150,82,76,52,361,0,135.987
18901083000,0.0121,2.591,L290M,51.702,106.56,93.841,150,81,78,52,362,0,133.531
18901084000,0.0121,2.591,L290M,83.356,121.39,90.29,146,73,78,52,350,0,112.755
18901085000,0.0121,2.591,L290M,66.414,128.69,89.866,141,72,79,51,344,0,85.672
18901086000,0.0121,2.591,L290M,58.329,134.074,94.987,143,84,77,52,357,0,87.934
18901087000,0.0121,2.591,L290M,51.921,125.62,94.705,151,84,73,53,363,0,117.449
18901088000,0.0121,2.591,L290M,83.358,151.057,94.42,142,78,73,51,345,0,69.601
18901089000,0.0121,2.591,L290M,78.185,124.898,98.209,141,78,73,51,344,0,103.531
18901090000,0.0121,2.591,L290M,57.958,139.25,92.932,141,79,73,51,345,0,92.592
18901091000,0.0121,2.591,L290M,51.6,115.537,88.703,141,78,73,52,345,0,112.897
18901092000,0.0121,2.591,L290M,83.436,105.402,96.827,142,78,72,52,345,0,103.1
18901093000,0.0121,2.591,L290M,78.393,124.86,96.337,142,79,77,45,344,0,94.503
18901094000,0.0121,2.591,L290M,55.341,139.199,91.828,142,79,78,46,346,0,87.986
18901095000,0.01228,2.189,BWELDY700QL2,52.676,151.398,110.305,142,79,78,46,346,0,40.222
18901096000,0.01398,2.384,SA612 MT LTV,85.56,146.737,114.05,143,78,63,61,346,0,148.705
18901097000,0.07496,2.342,X6CrNiTi18-10+AT,69.126,116.108,53.464,146,76,70,43,336,0,60.817
18901098000,0.0563,2.592,S30408,59.458,87.995,193.149,147,76,78,36,337,0,37.863
18901099000,0.0523,2.592,S30408,58.596,93.601,65.766,148,75,69,45,338,0,99.931
18901100000,0.0523,2.592,S30408,93.473,89.044,61.384,146,69,78,44,338,0,49.778
18901101000,0.0523,2.592,S30408,96.184,75.847,44.737,148,75,70,44,338,0,37.874
18901102000,0.0503,2.972,304L,69.528,80.829,42.917,149,74,70,44,338,0,33.27
18901103000,0.0523,2.592,S30408,53.548,94.125,44.979,154,76,69,44,344,0,37.488
18901104000,0.0523,2.592,S30408,92.773,105.929,45.894,150,68,77,45,341,0,36.816
18901105000,0.0523,2.592,S30408,76.783,232.416,42.289,146,77,68,44,336,0,33.268
18901106000,0.0523,2.592,S30408,172.395,101.753,41.905,156,67,78,43,345,0,37.493
18901107000,0.0503,2.972,304L,50.113,131.712,43.247,161,63,78,46,348,0,38.696
18901108000,0.0523,2.592,S30408,91.833,95.219,46.178,145,74,79,46,345,0,37.63
18901109000,0.0563,2.592,S30408,75.771,112.423,44.921,152,62,77,45,337,0,51.27
18901110000,0.0523,2.592,S30408,57.567,115.628,42.482,150,62,79,45,337,0,33.549
18901111000,0.0523,2.592,S30408,49.527,160.658,47.329,161,62,78,45,348,0,33.076
18901112000,0.0523,2.592,S30408,106.182,153.842,43.343,144,72,78,45,340,0,33.593
18901113000,0.0523,2.592,S30408,120.39,121.434,47.002,159,61,70,52,342,0,37.057
18901114000,0.0523,2.592,S30408,89.104,118.075,44.26,151,71,68,53,344,0,33.409
18901115000,0.0443,3.252,S30408,63.443,165.945,63.073,160,62,69,53,345,0,33.312
18901116000,0.0463,2.597,S30408,115.54,115.058,42.429,151,63,77,53,344,0,33.742
18901117000,0.0443,2.592,S30408,82.861,126.715,49.298,149,67,55,60,333,0,37.299
18901118000,0.0463,2.597,S30408,53.735,130.423,43.437,151,62,69,62,344,0,37.872
18901119000,0.0443,2.592,S30408,49.188,130.133,53.662,151,62,77,54,344,0,37.723
18901120000,0.0463,2.597,S30408,81.339,126.237,44.407,147,61,76,53,339,0,38.018
18901121000,0.0463,2.597,S30408,76.074,160.566,43.057,141,66,70,53,331,0,33.457
18901122000,0.0443,2.592,S30408,81.098,182.88,66.332,148,67,61,64,340,0,37.395
18901123000,0.0423,2.6,S31603,120.003,140.062,70.523,144,67,60,62,334,0,37.286
18901124000,0.0323,2.977,304/304L,123.616,290.543,90.865,144,67,62,61,335,0,38.837
18901125000,0.0303,2.877,304/304L,262.622,220.328,96.576,140,68,69,53,331,0,33.697
18901126000,0.0323,2.877,S30403,55.925,126.381,71.002,145,68,61,68,343,0,34.224
18901127000,0.0323,2.877,S30403,45.3,143.756,85.496,147,68,71,58,345,0,37.824
18901128000,0.0303,2.592,S30408,80.192,157.203,98.737,146,69,71,57,344,0,37.25
18901129000,0.0343,3.027,S30408,90.195,131.861,79.204,139,67,70,58,335,0,38.633
18901130000,0.0343,3.032,304/304L,71.089,140.013,89.661,149,69,70,57,346,0,33.459
18901131000,0.0303,3.327,304/304L,67.76,93.454,136.613,148,68,61,67,345,0,34.223
18901132000,0.0303,3.327,304/304L,80.916,110.023,84.194,136,75,64,65,341,0,36.102
18901133000,0.0203,3.114,304/304L,75.972,101.616,89.559,147,66,70,58,341,0,37.201
18901134000,0.0173,2.547,304/304L,56.701,134.686,95.126,139,77,69,58,344,0,37.87
18901135000,0.0152,2.874,304/304L,49.938,147.061,101.04,148,68,69,58,344,0,36.963
18901136000,0.0173,1.663,304/304L,79.769,212.646,89.032,138,77,70,58,343,0,32.738
18901137000,0.0183,3.105,S31603,139.141,149.527,128.486,139,76,68,58,342,0,35.952
18901138000,0.0183,3.102,S31603,53.954,107.472,95.854,139,76,69,60,345,0,37.105
18901139000,0.0203,3.014,304/304L,45.275,122.445,94.842,138,77,68,61,345,0,51.802
18901140000,0.0183,3.105,S31603,79.841,160.168,132.486,139,67,69,70,345,0,36.72
18901141000,0.0203,2.183,S30403,76.152,102.439,80.839,138,67,76,62,344,0,51.599
18901143000,0.0243,2.887,S30403,43.961,121.824,111.594,138,67,77,67,350,0,36.048
18901144000,0.0303,2.592,304/304L,79.926,148.471,80.74,136,69,77,66,349,0,36.817
18901145000,0.0303,2.867,304/304L,77.287,116.498,76.372,143,53,84,66,348,0,36.571
18901146000,0.0303,2.592,S30408,56.82,123.748,84.098,143,53,91,61,349,0,36.865
18901147000,0.0303,2.592,S30408,49.401,109.106,84.951,143,52,77,76,349,0,37.201
18901148000,0.0303,3.327,304/304L,80.379,131.37,85.428,142,53,77,75,348,0,35.959
18901149000,0.0323,2.977,304/304L,75.396,229.577,85.824,142,50,79,74,347,0,38.644
18901150000,0.0403,2.887,S30403,158.088,101.713,61.354,133,60,93,61,348,0,38.39
18901151000,0.0403,2.802,S30403,45.888,129.607,46.129,136,58,83,72,350,0,36.714
18901152000,0.0443,2.592,S30408,79.202,122.917,64.268,134,61,91,64,351,0,37.741
18901153000,0.0443,2.592,S30408,72.57,197.368,45.071,133,60,91,65,350,0,36.816
18901154000,0.0463,3.132,304/304L,87.537,145.067,43.489,132,60,93,66,352,0,36.187
18901155000,0.0463,3.142,S30403,48.832,165.546,43.103,132,59,84,77,353,0,35.962
18901156000,0.0483,2.003,S30403,80.486,277.957,50.102,134,59,92,67,353,0,38.123
18901157000,0.0503,2.922,S30408,153.666,172.236,42.678,133,59,92,68,353,0,53.267
18901158000,0.0523,2.592,S30408,55.793,119.524,43.305,139,58,95,68,361,0,59.035
18901159000,0.0523,2.592,S30408,45.592,118.576,40.849,140,60,80,81,362,0,36.282
18901160000,0.0523,2.592,S30408,74.526,120.097,43.543,138,63,92,68,362,0,68.64
18901161000,0.0523,2.592,S30408,100.272,182.398,44.449,127,60,82,79,349,0,34.896
18901162000,0.0523,2.592,S30408,125.757,115.538,42.436,142,59,92,70,365,0,35.954
18901163000,0.0523,2.592,S30408,46.003,171.836,41.858,138,59,85,78,361,0,37.249
18901164000,0.0523,2.592,S30408,80.583,136.657,41.529,134,60,99,64,357,0,36.478
18901165000,0.0523,2.592,S30408,75.472,170.202,43.91,126,60,98,65,350,0,37.401
18901166000,0.0523,2.592,S30408,70.922,161.411,40.177,137,59,100,65,361,0,37.057
18901167000,0.0523,2.592,S30408,80.143,168.046,41.713,137,59,100,65,362,0,36.48
18901168000,0.0523,2.947,S30403,114.886,121.683,40.414,133,60,100,64,357,0,36.049
18901169000,0.0523,2.592,S30408,75.144,102.914,40.214,119,66,100,65,351,0,37.921
18901170000,0.0523,2.592,S30408,54.027,156.53,41.998,127,68,91,74,361,0,36.624
18901171000,0.0643,2.927,304/304L,49.348,125.76,26.305,126,67,102,65,361,0,38.739
18901172000,0.0643,3.022,304/304L,79.903,255.211,24.241,125,66,103,63,358,0,32.831
18901173000,0.0122,2.097,S31608,158.921,111.935,123.509,122,69,104,62,358,0,35.043
18901174000,0.0142,2.637,S31608,102.221,143.236,119.619,117,76,91,76,361,0,34.748
18901175000,0.0163,2.924,S31603,121.767,276.133,136.708,126,67,107,60,361,0,35.232
18902001000,0.02473,3.073,NQ550,52.408,155.914,200.489,177,92,40,88,398,0,41.372
18902002000,0.01773,3.073,NQ550,94.441,175.72,119.273,179,86,44,91,402,0,97.538
18902003000,0.01773,3.073,NQ550,75.98,131.607,106.317,179,95,37,96,408,0,47.528
18902004000,0.01773,3.073,NQ550,80.64,172.128,104.015,191,85,42,130,449,0,41.181
18902005000,0.03085,4.47,X80M,82.111,183.802,185.33,96,86,112,69,364,5.842,666.085
18902006000,0.03085,4.47,X80M,77.173,198.2,175.586,95,86,110,75,368,5.844,709.916
18902007000,0.02575,4.49,X80M,58.22,215.326,192.282,94,86,100,95,377,7.857,440.206
18902008000,0.02575,4.49,X80M,52.139,180.371,183.169,134,40,102,103,380,7.857,455.534
18902009000,0.02575,4.49,X80M,82.464,179.908,188.641,141,39,110,91,382,7.857,475.727
18902010000,0.02575,4.49,X80M,76.218,239.665,187.487,138,38,107,97,381,7.857,464.255
18902011000,0.02575,4.49,X80M,60.234,286.899,185.854,137,41,95,113,388,7.857,394.647
18902012000,0.02575,4.49,X80M,81.15,188.402,274.755,129,38,97,121,386,7.857,513.978
18902013000,0.02575,4.49,X80M,82.489,217.384,186.533,134,39,147,66,389,7.857,550.565
18902014000,0.02575,4.49,X80M,76.626,346.225,189.507,136,38,108,108,391,7.857,450.815
18902015000,0.02575,4.49,X80M,223.789,241.101,184.459,132,40,99,122,395,7.857,414.876
18902017000,0.02575,4.49,X80M,80.794,155.426,176.394,134,44,142,124,446,7.857,482.017
18902018000,0.02575,4.49,X80M,74.905,219.942,173.422,134,42,162,108,448,7.857,478.506
18902019000,0.02575,4.49,X80M,57.741,277.969,173.565,131,43,106,168,450,7.857,384.439
18902020000,0.02575,4.49,X80M,57.351,255.369,173.66,134,36,98,185,455,7.857,340.075
18902021000,0.02575,4.49,X80M,80.919,256.611,174.772,136,40,156,123,456,7.857,379.246
18902022000,0.02575,4.49,X80M,78.434,215.955,179.766,136,36,162,123,459,7.857,438.999
18902023000,0.02575,4.49,X80M,56.843,234.051,172.797,133,36,172,118,460,7.857,435.554
18902024000,0.02575,4.49,X80M,50.312,276.528,177.562,135,31,178,119,465,7.857,370.698
18902025000,0.02575,4.49,X80M,87.352,271.484,177.881,139,109,103,114,467,7.857,417.314
18902026000,0.02575,4.49,X80M,89.974,269.322,176.495,136,107,109,114,469,7.857,471.562
18902027000,0.02575,4.49,X80M,83.097,261.836,175.347,136,97,122,115,472,7.857,462.717
18902028000,0.02575,4.49,X80M,117.396,335.1,178.173,141,90,127,115,458,7.857,340.411
18902047000,0.02575,4.49,X80M,95.157,179.227,175.248,65,188,126,85,465,7.857,456.632
18902048000,0.02575,4.49,X80M,50.898,209.425,178.457,68,174,140,87,471,7.857,454.417
18902049000,0.02575,4.49,X80M,81.144,255.838,179.714,143,101,145,81,472,7.857,441.403
18902050000,0.02575,4.49,X80M,78.854,236.929,189.881,139,107,155,71,474,7.857,454.614
18902051000,0.02575,4.49,X80M,55.581,291.744,182.245,131,134,142,70,479,7.857,355.061
18902052000,0.02575,4.49,X80M,58.125,242.258,178.031,127,127,145,82,483,7.857,415.976
18902053000,0.02575,4.49,X80M,81.85,270.813,174.658,142,114,159,69,485,7.857,423.079
18902054000,0.02575,4.49,X80M,79.71,250.513,180.151,138,127,151,70,488,7.857,426.807
18902055000,0.02575,4.49,X80M,60.936,280.701,174.247,132,132,157,71,494,7.857,335.028
18902056000,0.02575,4.49,X80M,56.861,279.12,183.927,123,175,120,73,493,7.857,349.439
18902057000,0.02575,4.49,X80M,84.393,232.231,175.816,175,134,112,73,495,7.857,456.677
18902058000,0.02575,4.49,X80M,78.985,233.852,182.103,136,181,107,73,499,7.857,455.482
18902059000,0.02575,4.49,X80M,57.407,280.327,179.579,132,188,107,73,502,7.857,400.743
18902060000,0.02575,4.49,X80M,53.823,284.639,177.829,125,190,109,77,503,7.857,345.169
18902061000,0.02575,4.49,X80M,83.894,258.578,174.638,184,133,110,76,505,7.857,424.69
18902062000,0.02575,4.49,X80M,75.64,147.013,180.76,189,133,109,98,531,7.857,498.679
18902063000,0.02575,4.49,X80M,56.866,175.203,173.702,198,137,100,96,533,7.857,486.537
18902064000,0.02575,4.49,X80M,50.669,238.711,177.652,203,125,111,95,536,7.857,498.043
18902065000,0.02575,4.49,X80M,98.762,211.917,174.103,204,125,112,93,536,7.857,490.219
18902066000,0.02575,4.49,X80M,178.845,326.647,174.042,209,135,101,92,540,7.857,279.458
18902067000,0.02575,4.49,X80M,56.911,149.994,177.021,212,124,111,99,548,7.857,464.696
18902068000,0.02575,4.49,X80M,50.506,154.85,173.417,214,124,113,99,552,7.857,476.594
18902069000,0.02575,4.49,X80M,79.997,243.08,179.097,217,131,107,98,554,7.857,345.597
18902070000,0.02575,4.49,X80M,78.335,245.609,176.63,220,140,99,97,558,7.857,353.481
18902071000,0.02575,4.49,X80M,60.344,261.023,177.504,225,140,96,98,561,7.857,350.311
18902072000,0.02575,4.49,X80M,56.36,279.407,178.178,263,92,108,98,563,7.857,350.736
18902073000,0.02575,4.49,X80M,97.278,253.442,182.834,272,99,95,97,564,7.857,342.665
18902074000,0.02575,4.49,X80M,85.568,258.442,181.872,282,93,95,97,568,7.857,347.324
18902075000,0.02575,4.49,X80M,68.145,260.056,195.457,281,96,97,96,571,7.857,380.065
18902076000,0.02575,4.49,X80M,63.101,248.977,179.235,285,95,99,96,575,7.857,439.338
18902077000,0.02575,4.49,X80M,81.571,304.988,178.798,285,96,100,95,577,7.857,354.437
18902078000,0.02575,4.49,X80M,114.301,206.885,178.649,289,97,121,73,581,7.857,403.631
18902079000,0.02575,4.49,X80M,56.169,237.993,179.431,294,105,109,76,585,7.857,387.299
18902080000,0.02575,4.49,X80M,50.328,284.533,177.928,298,92,120,77,588,7.857,346.523
18902081000,0.02575,4.49,X80M,95.367,243.27,177.788,297,94,121,76,589,7.857,402.242
18902082000,0.02575,4.49,X80M,78.86,246.763,176.498,301,111,109,71,592,7.857,425.002
18902083000,0.02575,4.49,X80M,59.647,287.515,178.79,242,94,125,70,532,7.857,379.402
18902084000,0.02575,4.49,X80M,79.726,280.42,175.444,307,95,124,71,598,7.857,378.619
18902085000,0.02575,4.49,X80M,152.338,195.351,179.232,240,93,123,71,528,7.857,429.655
18902086000,0.02575,4.49,X80M,99.396,173.085,177.655,248,90,124,70,533,7.857,480.376
18902087000,0.02575,4.49,X80M,57.818,268.365,175.146,260,90,122,72,545,7.857,378.15
18902088000,0.02575,4.49,X80M,64.983,251.804,172.699,267,90,122,72,552,7.857,477.178
18902089000,0.02575,4.49,X80M,81.2,272.538,175.921,254,92,123,70,540,7.857,439.01
18902090000,0.02575,4.49,X80M,83.108,243.171,181.152,257,96,121,71,546,7.857,423.264
18902091000,0.02575,4.49,X80M,57.857,252.194,177.402,268,95,121,72,557,7.857,411.838
18902092000,0.02575,4.49,X80M,95.317,273.073,179.424,268,114,106,70,559,7.857,416.116
18902093000,0.02575,4.49,X80M,80.548,163.333,177.159,230,92,123,72,518,7.857,485.243
18902094000,0.02575,4.52,X80M,110.3,160.702,194.199,272,93,121,73,561,7.857,525.607
18902095000,0.02575,4.49,X80M,73.06,288.902,180.432,278,96,119,75,569,7.857,397.632
18902096000,0.02575,4.49,X80M,96.273,211.878,179.03,284,97,120,73,575,7.857,423.796
18902097000,0.02545,3.852,L485M,127.855,241.596,150.561,226,97,121,72,517,13.783,411.891
18902098000,0.02545,3.852,L485M,125.938,187.836,153.693,237,108,98,73,517,13.783,498.621
18902099000,0.02545,3.852,L485M,118.737,195.11,152.213,231,104,100,74,510,13.765,459.802
18902100000,0.02545,3.852,L485M,75.473,247.251,146.162,231,103,101,73,509,13.792,411.795
18902101000,0.02545,3.852,L485M,131.55,227.911,151.733,230,104,115,58,508,13.796,453.981
18902102000,0.02545,3.852,L485M,131.784,218.163,146.338,231,107,96,73,508,13.818,495.941
18902103000,0.02545,3.852,L485M,93.169,305.054,157.196,229,108,96,73,507,13.816,407.611
18902104000,0.0232,2.562,L485M,52.705,219.065,129.843,232,107,95,76,511,8.179,450.055
18903001000,0.0232,2.562,L485M,81.351,125.946,127.436,231,108,113,59,512,8.183,548.935
18903002000,0.03968,2.592,Q690CFD,76.53,183.117,103.045,212,120,96,85,514,34.073,375.611
18903003000,0.03968,2.592,Q690CFD,57.27,159.448,128.554,216,120,97,86,520,34.088,403.821
18903004000,0.03968,2.592,Q690CFD,51.105,197.464,127.292,193,107,94,86,480,34.066,387.411
18903005000,0.03968,2.592,Q690CFD,157.699,175.833,125.994,188,107,113,66,475,34.062,366.053
18903006000,0.03968,2.592,Q690CFD,81.835,210.429,121.481,171,119,97,84,472,34.066,382.614
18903007000,0.03968,2.592,Q690CFD,58.314,243.405,133.967,172,121,97,84,475,34.069,330.914
18903008000,0.03968,2.592,Q690CFD,54.784,226.172,121.336,190,105,96,82,474,34.07,336.344
18903009000,0.03968,2.592,Q690CFD,82.155,200.073,125.658,191,105,99,79,475,34.07,358.223
18903010000,0.03968,2.592,Q690CFD,75.859,180.425,109.591,174,120,97,82,474,34.073,378.629
18903011000,0.03968,2.592,Q690CFD,57.002,180.138,109.097,174,117,97,83,473,34.213,389.198
18903012000,0.03968,2.592,Q690CFD,49.192,176.119,107.535,208,84,96,82,471,34.205,364.549
18903013000,0.07076,2.882,SX780CF,81.161,172.072,92.878,197,97,102,76,473,0,501.453
18903014000,0.08288,2.337,SX780CF,124.064,207.802,82.52,202,96,98,79,475,0,494.825
18903015000,0.08288,2.337,SX780CF,97.828,382.113,80.6,192,83,96,96,468,0,313.396
18903016000,0.0217,2.763,Q235B,50.253,150.141,128.26,215,79,99,80,474,0,168.008
18903017000,0.02471,2.374,Q235B,93.897,145.161,120.43,195,98,103,74,471,0,182.3
18903018000,0.02525,2.799,LR AH36,76.71,139.928,81.17,197,99,111,67,474,0,208.56
18903019000,0.02525,2.757,LR AH36,81.91,148.616,85.154,209,93,87,89,479,0,161.032
18903020000,0.02125,2.869,DH36,50.386,139.772,88.268,195,93,108,66,463,0,153.564
18903021000,0.02425,2.39,LR AH36,85.04,162.346,85.4,197,95,108,62,463,0,149.317
18903022000,0.02525,2.08,LR AH36,99.559,152.728,99.455,201,79,123,62,466,0,155.386
18903023000,0.02625,2.403,LR AH36,96.273,140.503,91.822,202,81,109,74,467,0,250.409
18903024000,0.05929,2.482,S355J0-AR,90.943,123.553,102.295,208,93,108,59,469,0,699.162
18903025000,0.05929,2.482,S355J0-AR,95.186,116.876,86.398,195,99,105,54,454,0,805.049
18903032000,0.05929,2.482,S355J0-AR,53.336,119.71,88.804,199,80,121,46,447,0,793.82
18903033000,0.05929,2.482,S355J0-AR,84.523,128.148,85.19,202,98,103,43,447,0,813.229
18903040000,0.05925,2.512,S355J0-AR,70.046,128.403,90.521,197,83,97,54,432,0,787.299
18903041000,0.05925,2.512,S355J0-AR,85.44,111.513,87.119,198,107,88,33,427,0,837.551
18903042000,0.05925,2.512,S355J0-AR,79.568,163.729,86.067,196,96,92,42,427,0,810.136
18903043000,0.05925,2.512,S355J0-AR,88.994,171.549,83.617,196,93,90,45,425,0,760.46
18903044000,0.05925,2.512,S355J0-AR,112.14,154.809,86.586,183,106,81,53,424,0,757.961
