upid,tgtplatethickness1,tgtwidth,steelspec,discharge,rm_time,fm_time,staying_time_pre,staying_time_1,staying_time_2,staying_time_soak,in_fce_time,cooltime,discharge_rm-fm
18917250000,0.02414,2.213,Q345B,78.051,170.108,103.58,166,73,74,61,375,0,189.174
18917251000,0.02471,2.372,Q345B,70.166,132.823,87.734,168,72,73,62,377,0,198.096
18917252000,0.02471,2.385,Q345B,58.022,174.294,96.284,166,72,74,62,375,0,180.81
18917253000,0.02765,2.289,SM490A,85.868,192.58,111.509,168,72,81,57,378,0,138.378
18917254000,0.02765,2.289,SM490A,104.257,139.488,116.168,167,73,74,64,379,0,135.798
18917255000,0.02471,2.385,Q345B,86.507,156.097,101.809,166,75,69,67,378,0,143.18
18917256000,0.02471,2.385,Q345B,96.315,150.909,102.295,174,72,71,66,385,0,142.041
18917257000,0.02471,2.385,Q345B,125.322,145.2,98.448,170,73,81,54,379,0,146.16
18917258000,0.02471,2.385,Q345B,115.282,153.554,100.758,167,73,76,61,378,0,141.649
18917259000,0.02414,2.214,Q345B,112.531,146.259,97.542,170,72,74,63,380,0,148.557
18917260000,0.02471,2.385,Q345B,112.405,156.538,101.131,170,72,72,64,379,0,159.501
18917261000,0.02471,2.385,Q345B,147.942,139.918,101.759,168,75,80,54,378,0,172.127
18917262000,0.01971,2.278,Q345B,79.862,136.037,120.143,147,74,71,65,358,0,138.713
18917263000,0.01479,2.48,Q345B,62.276,116.968,131.378,146,74,75,63,359,0,153.984
18917264000,0.01567,2.207,Q345B,57.627,122.73,140.11,147,62,92,56,358,0,150.721
18917265000,0.01755,2.725,Q345B,85.267,129.844,109.339,147,75,87,60,370,0,134.929
18917266000,0.02001,2.577,Q345B,83.559,126.826,106.078,149,74,69,76,370,0,130.844
18917267000,0.0197,2.088,SM490A,65.712,159.453,111.835,148,74,78,70,371,0,92.444
18917268000,0.03467,2.392,SM490A,101.451,101.465,90.813,146,74,73,75,369,0,327.556
18917269000,0.03467,2.392,SM490A,85.42,220.271,94.752,148,73,89,58,369,0,308.795
18917270000,0.01725,2.594,VL A36,77.837,121.729,122.396,137,73,78,73,362,0,200.301
18917271000,0.01725,2.594,VL A36,59.605,150.582,110.538,148,74,79,74,375,0,225.407
18917272000,0.01725,2.594,VL A36,53.829,122.357,115.166,148,71,67,88,375,0,218.481
18917273000,0.01725,2.594,VL A36,84.163,161.081,110.438,135,72,84,70,361,0,151.496
18917274000,0.01725,2.594,VL A36,81.53,144.682,114.823,139,70,90,63,362,0,145.912
18917275000,0.01725,2.594,VL A36,60.227,141.16,110.782,136,71,91,63,362,0,149.916
18917276000,0.01725,2.594,VL A36,54.091,128.981,113.617,135,71,81,74,362,0,145.867
18917277000,0.01725,2.594,VL A36,85.022,145.006,110.684,137,72,88,63,362,0,160.463
18917278000,0.01725,2.594,VL A36,78.868,137.328,113.139,145,63,90,61,361,0,158.206
18917279000,0.01725,2.594,VL A36,59.671,135.697,110.595,139,67,94,61,362,0,150.006
18917280000,0.01725,2.594,VL A36,53.656,142.378,111.692,135,69,81,75,361,0,146.013
18917281000,0.01725,2.594,VL A36,84.585,145.436,117.024,145,72,92,50,360,0,157.193
18917282000,0.01725,2.594,VL A36,78.652,145.095,111.695,146,63,100,49,359,0,158.551
18917283000,0.01725,2.594,VL A36,60.321,145.498,111.603,147,62,102,50,361,0,153.218
18917284000,0.0126,2.597,L415M,52.981,144.48,85.528,136,71,82,79,368,9.275,76.566
18917285000,0.0126,2.597,L415M,87.157,136.267,78.768,147,70,92,59,370,9.275,65.612
18917286000,0.0126,2.597,L415M,78.829,117.074,83.329,147,67,101,52,368,9.276,82.667
18917287000,0.0126,2.597,L415M,63.152,177.025,83.375,146,63,105,53,368,9.276,61.873
18917288000,0.0126,2.597,L415M,56.003,198.466,85.061,140,62,102,71,376,9.277,59.62
18917289000,0.0126,2.597,L415M,114.834,136.611,82.029,139,70,106,55,371,9.277,80.638
18917290000,0.0126,2.597,L415M,81.143,185.948,82.608,146,77,91,55,370,9.279,60.296
18917291000,0.0126,2.597,L415M,91.602,163.107,83.704,146,77,91,56,371,9.276,60.432
18917292000,0.0126,2.597,L415M,91.924,151.435,81.451,136,71,97,66,371,9.276,62.832
18917293000,0.0126,2.597,L415M,94.536,147.21,84.476,139,77,91,63,372,9.276,75.943
18917294000,0.0126,2.597,L415M,78.356,148.081,83.56,137,76,90,65,369,9.276,63.167
18917295000,0.0126,2.597,L415M,63.022,182.212,85.201,137,77,91,65,370,9.276,60.371
18917296000,0.0126,2.597,L415M,82.312,172.853,85.385,141,66,101,69,378,9.277,60.525
18917297000,0.0126,2.597,L415M,114.381,173.181,85.342,134,81,89,65,370,9.277,63.928
18917298000,0.0126,2.592,L415M,112.96,128.92,83.809,141,75,85,66,368,9.276,69.409
18917299000,0.0126,2.592,L415M,64.479,123.842,84.912,131,82,89,65,368,9.276,67.969
18917300000,0.0126,2.592,L415M,55.547,125.042,87.36,131,71,98,69,370,9.276,119.432
18917301000,0.0126,2.592,L415M,118.206,124.845,90.233,134,78,90,66,370,9.276,73.148
18917302000,0.0126,2.592,L415M,81.019,122.964,85.302,143,71,88,66,369,9.276,101.14
18917303000,0.0126,2.592,L415M,62.423,123.706,84.484,130,93,77,66,369,9.276,126.087
18917304000,0.0126,2.592,L415M,55.883,128.163,85.204,123,79,103,66,373,9.276,95.031
18917305000,0.0126,2.592,L415M,87.272,125.562,80.55,143,70,94,63,372,9.276,86.694
18917306000,0.0126,2.592,L415M,95.218,118.9,80.727,131,92,75,60,361,9.277,103.536
18917307000,0.0126,2.592,L415M,62.607,129.173,86.54,144,89,85,50,371,9.276,90.864
18917308000,0.0126,2.592,L415M,54.358,139.336,82.567,131,80,98,62,372,9.277,84.818
18917309000,0.0126,2.592,L415M,86.784,126.248,85.244,138,85,85,58,368,9.277,86.599
18917310000,0.0126,2.592,L415M,81.086,112.941,83.278,131,98,81,49,361,9.276,104.258
18917311000,0.0126,2.597,L415M,64.556,179.279,83.194,146,93,80,49,370,9.276,60.328
18917312000,0.0126,2.597,L415M,81.289,211.116,80.309,142,82,86,61,373,9.276,65.462
18917313000,0.0126,2.597,L415M,154.028,154.606,79.687,145,77,95,50,368,9.277,76.023
18917314000,0.0126,2.597,L415M,78.845,153.412,85.203,138,89,82,52,363,9.276,93.974
18917315000,0.0126,2.592,L415M,76.228,120.373,82.277,146,90,83,52,373,9.277,99.935
18917316000,0.0126,2.592,L415M,56.214,120.807,83.956,134,93,82,64,376,9.277,115.296
18917317000,0.0126,2.592,L415M,87.262,126.339,81.947,145,80,90,52,369,9.276,99.734
18917318000,0.0126,2.592,L415M,81.07,122.508,82.072,141,86,82,53,363,9.277,94.515
18917319000,0.0126,2.592,L415M,70.661,113.032,88.512,140,87,82,53,364,9.277,89.713
18917320000,0.0126,2.592,L415M,56.237,128.354,83.617,136,91,85,62,375,9.276,82.029
18917321000,0.0126,2.592,L415M,85.217,125.139,86.684,139,80,94,50,364,9.276,94.181
18917322000,0.0126,2.592,L415M,98.651,122.534,83.912,139,86,88,59,374,9.276,91.201
18917323000,0.0126,2.592,L415M,62.372,128.31,86.162,142,85,87,60,376,9.276,92.54
18917324000,0.0126,2.592,L415M,55.382,127.201,81.699,139,88,86,72,387,9.276,90.769
18917325000,0.0126,2.592,L415M,87.128,109.732,80.303,139,80,94,61,376,9.276,110.872
18917326000,0.0126,2.597,L415M,84.461,159.699,85.196,139,77,96,61,375,9.276,80.696
18917327000,0.0126,2.597,L415M,60.662,160.749,79.681,142,75,94,64,377,9.276,78.814
18917328000,0.0126,2.597,L415M,52.753,149.522,81.637,134,94,81,76,387,9.276,93.172
18917329000,0.0126,2.597,L415M,84.704,149.901,84.903,151,73,88,64,378,9.277,93.272
18917330000,0.0126,2.597,L415M,79.273,162.475,86.888,150,73,79,72,376,9.276,89.519
18917331000,0.0126,2.597,L415M,68.254,154.421,83.902,151,73,92,59,377,9.276,94.987
18917332000,0.0126,2.597,L415M,57.203,161.513,84.523,135,96,77,75,385,9.276,91.545
18917333000,0.0126,2.597,L415M,87.471,148.649,80.678,151,78,88,61,379,9.276,98.022
18917334000,0.0133,2.59,L450M,78.63,149.471,81.401,156,68,91,60,377,7.349,97.114
18917335000,0.0133,2.59,L450M,62.821,145.875,80.404,157,80,71,69,378,7.35,88.274
18917336000,0.0133,2.59,L450M,52.896,144.438,82.037,148,84,81,72,387,0,106.453
18917337000,0.0133,2.59,L450M,84.417,131.233,79.964,159,72,81,68,382,7.35,127.054
18917338000,0.0133,2.59,L450M,81.295,125.221,81.787,157,80,70,70,379,7.35,116.268
18917339000,0.0133,2.59,L450M,62.91,136.172,82.029,162,81,72,68,385,7.35,94.76
18917340000,0.0121,2.591,L290M,69.352,129.12,83.992,152,80,80,72,387,0,106.172
18917341000,0.0121,2.591,L290M,86.949,138.76,90.732,156,82,71,69,380,0,97.007
18917342000,0.0121,2.591,L290M,81.147,136.562,88.071,156,74,89,58,379,0,98.217
18917343000,0.0121,2.591,L290M,71.673,135.062,87.122,163,74,89,59,387,0,94.27
18917344000,0.0121,2.591,L290M,61.861,123.417,90.524,157,82,89,60,391,0,92.393
18917345000,0.0121,2.591,L290M,93.609,128.012,86.941,150,92,82,54,380,0,93.265
18917346000,0.0121,2.591,L290M,80.997,129.707,87.121,153,85,81,55,376,0,88.898
18917347000,0.0121,2.591,L290M,62.401,133.728,90.718,158,82,90,57,388,0,93.257
18917348000,0.0121,2.591,L290M,56.116,124.499,89.319,158,85,91,55,391,0,117.752
18917349000,0.0121,2.591,L290M,94.91,153.36,87.556,147,85,90,52,376,0,87.167
18917350000,0.0121,2.591,L290M,109.621,144.58,83.667,147,85,98,44,376,0,86.979
18917351000,0.0121,2.591,L290M,105.991,144.775,88.602,144,86,88,55,375,0,85.009
18917352000,0.0121,2.591,L290M,132.558,153.692,87.448,161,80,91,54,389,0,69.893
18917353000,0.0121,2.591,L290M,112.399,140.63,82.948,164,68,99,44,377,0,112.427
18917354000,0.0121,2.591,L290M,139.312,140.788,93.9,164,69,98,44,377,0,65.407
18917355000,0.0121,2.591,L290M,78.356,133.688,88.801,149,77,91,54,373,0,72.906
18917356000,0.0121,2.591,L290M,76.131,139.34,89.816,154,76,91,55,379,0,108.287
18917357000,0.0121,2.591,L290M,119.43,130.611,90.425,158,67,100,44,371,0,89.722
18917358000,0.0121,2.591,L290M,100.703,126.814,84.334,158,68,97,45,370,0,83.951
18917359000,0.0121,2.591,L290M,74.98,122.782,116.259,158,71,87,52,370,0,172.994
18917360000,0.0121,2.591,L290M,55.571,116.929,84.291,160,80,88,54,384,0,167.859
18917361000,0.0121,2.591,L290M,98.74,140.163,93.74,157,71,94,44,368,0,127.44
18917362000,0.0121,2.591,L290M,97.58,143.372,83.428,156,68,96,43,366,0,116.15
18917363000,0.0121,2.591,L290M,95.32,131.281,85.385,157,68,90,50,367,0,65.865
18917364000,0.0121,2.591,L290M,91.377,122.163,80.061,172,66,88,53,379,0,86.979
18917365000,0.0121,2.591,L290M,106.917,133.104,84.156,160,68,94,43,366,0,86.636
18917366000,0.0121,2.591,L290M,90.772,124.713,87.842,159,79,83,43,366,0,91.532
18917367000,0.0121,2.591,L290M,61.559,125.514,81.654,157,81,76,51,366,0,87.451
18917368000,0.0121,2.591,L290M,55.884,121.725,84.093,169,78,74,53,376,0,89.714
18917369000,0.0121,2.591,L290M,87.525,123.067,81.643,163,80,80,42,367,0,100.131
18917370000,0.0121,2.591,L290M,88.942,131.855,84.251,161,88,71,42,363,0,84.429
18917371000,0.0121,2.591,L290M,67.872,127.838,85.486,160,81,71,52,364,0,108.423
18917372000,0.0121,2.591,L290M,59.788,133.955,81.263,163,88,72,51,375,0,83.726
18917373000,0.0121,2.591,L290M,84.226,137.051,81.46,149,82,80,40,352,0,87.207
18917374000,0.0121,2.591,L290M,79.869,128.682,91.873,150,89,70,41,351,0,85.822
18917375000,0.0121,2.591,L290M,62.674,125.178,82.888,149,79,75,49,352,0,83.911
18917376000,0.0121,2.591,L290M,55.82,135.263,84.342,164,86,71,51,373,0,83.857
18917377000,0.0121,2.591,L290M,87.664,122.361,87.129,151,89,71,39,351,0,95.078
18917378000,0.0121,2.591,L290M,81.372,124.373,84.867,145,88,70,40,344,0,85.773
18917379000,0.0121,2.591,L290M,63.649,122.303,82.693,149,76,70,50,345,0,84.866
18917380000,0.0121,2.591,L290M,62.664,133.104,86.006,141,89,70,52,353,0,86.268
18917381000,0.0121,2.591,L290M,85.976,145.106,84.236,149,85,70,39,344,0,96.58
18917382000,0.0121,2.591,L290M,113.453,130.124,84.863,147,86,69,40,343,0,91.443
18917383000,0.0121,2.591,L290M,93.563,129.793,80.314,148,79,68,50,345,0,75.359
18917384000,0.0121,2.591,L290M,82.948,139.686,91.05,151,80,68,52,352,0,63.214
18917385000,0.0121,2.591,L290M,111.234,136.743,81.698,149,85,68,41,344,0,102.292
18917386000,0.0121,2.591,L290M,100.777,138.632,81.171,160,73,68,41,343,0,117.791
18917387000,0.0121,2.591,L290M,83.487,123.319,83.899,160,72,69,41,343,0,94.988
18917388000,0.0121,2.591,L290M,58.118,124.355,81.023,151,84,68,50,354,0,94.186
18917389000,0.0121,2.591,L290M,86.878,125.62,82.172,161,74,67,41,344,0,94.315
18917390000,0.0121,2.591,L290M,81.898,138.48,81.264,162,71,68,41,343,0,95.292
18917391000,0.0121,2.591,L290M,70.745,120.924,81.888,162,64,75,41,343,0,87.157
18917392000,0.0121,2.591,L290M,109.849,124.13,81.99,158,74,72,46,351,0,91.539
18917393000,0.0121,2.591,L290M,100.395,133.976,81.402,157,69,67,41,335,0,93.216
18917394000,0.0121,2.591,L290M,88.19,122.439,84.053,156,69,67,41,334,0,85.676
18917395000,0.0121,2.581,L290M,62.781,132.049,88.713,155,61,76,42,335,0,89.086
18917396000,0.0133,2.59,L450M,64.494,142.951,85.439,158,70,72,46,348,7.361,82.123
18917397000,0.0133,2.59,L450M,87.224,122.448,86.064,155,70,65,41,332,7.361,108.38
18917398000,0.0133,2.59,L450M,79.306,136.792,85.24,155,68,65,42,331,7.347,90.346
18917399000,0.0133,2.59,L450M,62.746,151.401,87.881,153,63,66,49,332,7.344,100.99
18917400000,0.0133,2.59,L450M,61.699,145.528,89.381,155,69,66,53,344,7.344,96.631
18917401000,0.0133,2.59,L450M,120.277,140.401,79.905,154,70,63,43,331,7.347,86.018
18917402000,0.0133,2.59,L450M,102.937,136.84,88.129,153,69,64,43,330,7.349,94.473
18917403000,0.0133,2.59,L450M,75.848,148.618,80.587,154,60,66,51,331,7.349,85.103
18917404000,0.0133,2.59,L450M,72.737,156.761,82.841,152,67,66,53,340,7.349,73.259
18917405000,0.0133,2.59,L450M,101.111,122.918,83.58,153,69,63,43,330,7.349,98.445
18917406000,0.0133,2.59,L450M,79.037,140.361,84.479,152,66,66,43,328,7.35,103.433
18917407000,0.0133,2.59,L450M,62.817,152.165,84.052,151,58,66,53,329,7.35,75.651
18917408000,0.0133,2.59,L450M,63.013,139.16,86.536,144,66,66,54,331,7.35,105.746
18917409000,0.0133,2.59,L450M,86.828,128.73,80.507,151,62,70,44,328,7.35,116.256
18917410000,0.0133,2.59,L450M,81.542,133.113,79.979,150,60,64,53,328,7.35,103.382
18917411000,0.0133,2.59,L450M,62.435,141.468,80.978,150,60,65,54,330,7.351,113.035
18917412000,0.0133,2.59,L450M,56.034,129.687,82.416,150,66,65,56,338,7.351,111.031
18917413000,0.0133,2.59,L450M,86.267,140.308,79.918,148,59,67,51,325,7.35,108.041
18917414000,0.0133,2.59,L450M,81.025,134.107,81.076,148,60,64,54,326,7.35,117.705
18917415000,0.0133,2.59,L450M,60.541,143.197,81.12,147,62,63,54,327,7.351,105.06
18917416000,0.0133,2.59,L450M,52.899,151.532,77.993,149,65,58,64,337,7.351,91.874
18917417000,0.0133,2.59,L450M,87.429,141.173,81.653,147,62,62,53,326,7.35,114.145
18917418000,0.0133,2.59,L450M,79.247,131.137,80.54,147,58,66,54,326,7.351,111.123
18917419000,0.0133,2.59,L450M,63.409,153.55,81.598,139,66,66,55,326,7.351,98.973
18917420000,0.0133,2.59,L450M,62.894,150.143,81.276,145,62,61,65,334,7.352,107.895
18917421000,0.0133,2.59,L450M,87.306,137.718,82.992,149,60,63,53,326,7.352,110.485
18917422000,0.0133,2.59,L450M,78.92,143.223,81.604,155,56,67,54,333,7.355,94.808
18917423000,0.0133,2.59,L450M,62.67,131.245,82.707,137,62,67,55,322,7.355,109.192
18917424000,0.0133,2.59,L450M,55.825,151.437,78.809,147,62,62,64,336,7.355,105.742
18918001000,0.0133,2.59,L450M,87.654,157.911,84.146,146,56,66,53,322,7.356,96.097
18918002000,0.0133,2.59,L450M,87.308,140.124,81.024,147,56,69,53,327,7.355,98.2
18918003000,0.0133,2.59,L450M,63.177,146.014,82.087,139,63,68,55,326,7.355,86.547
18918004000,0.0133,2.59,L450M,55.601,149.576,81.944,138,58,66,65,328,7.355,75.301
18918005000,0.0133,2.59,L450M,87.337,126.717,83.032,150,57,68,53,328,7.356,97.823
18918006000,0.0133,2.59,L450M,79.142,151.768,85.481,143,63,70,53,329,7.357,94.473
18918007000,0.0133,2.59,L450M,67.23,143.706,83.465,141,64,69,55,330,7.357,93.462
18918008000,0.0133,2.59,L450M,55.128,130.141,83.329,141,57,76,56,331,7.358,109.289
18918009000,0.0133,2.59,L450M,113.102,139.164,81.362,144,60,71,52,328,7.358,108.335
18918010000,0.0133,2.59,L450M,91.913,136.898,85.148,131,62,80,44,318,7.362,102.712
18918011000,0.0133,2.59,L450M,63.978,140.725,84.855,128,64,70,55,318,7.362,104.791
18918012000,0.0133,2.59,L450M,55.47,153.851,81.833,130,57,77,56,321,7.36,94.607
18918013000,0.0133,2.59,L450M,87.43,150.724,86.627,128,63,71,54,317,7.36,81.034
18918014000,0.0133,2.59,L450M,78.601,130.081,81.396,130,62,81,44,318,7.36,107.479
18918015000,0.0133,2.59,L450M,62.368,129.413,83.089,130,62,70,54,317,7.36,109.674
18918016000,0.0133,2.59,L450M,55.718,144.48,83.277,128,55,78,56,318,7.36,84.437
18918017000,0.0133,2.59,L450M,87.433,134.255,88.767,126,57,87,44,315,7.361,76.654
18918018000,0.0133,2.59,L450M,81.889,162.49,82.888,125,64,81,44,315,7.361,77.998
18918019000,0.0133,2.59,L450M,95.203,146.104,85.049,126,57,79,54,316,7.361,105.938
18918020000,0.0133,2.59,L450M,85.474,136.755,84.632,121,59,72,64,317,7.361,101.375
18918021000,0.0133,2.59,L450M,103.502,145.741,82.133,124,65,73,52,315,7.361,98.534
18918022000,0.0133,2.59,L450M,89.178,159.596,82.467,123,57,90,43,314,7.363,79.297
18918023000,0.0133,2.59,L450M,85.233,141.937,84.005,123,59,78,54,315,7.363,86.246
18918024000,0.0133,2.59,L450M,74.057,121.583,84.049,120,59,72,64,316,7.361,108.952
18918025000,0.0133,2.59,L450M,102.733,130.468,83.611,123,66,72,52,314,7.362,107.283
18918026000,0.0133,2.59,L450M,79.37,137.666,83.271,121,67,80,44,313,7.361,107.19
18918027000,0.0133,2.59,L450M,68.872,137.427,85.485,121,57,81,54,314,7.363,91.493
18918028000,0.0133,2.59,L450M,56.202,133.827,85.202,114,64,72,64,315,7.362,117.98
18918029000,0.0133,2.59,L450M,87.028,152.927,85.976,120,68,72,53,313,7.362,86.644
18918030000,0.0133,2.59,L450M,79.821,155.098,84.394,120,69,80,44,314,7.362,106.547
18918031000,0.0133,2.59,L450M,70.7,157.879,84.87,118,60,79,54,312,7.362,118.168
18918032000,0.0133,2.59,L450M,76.034,136.895,86.299,113,65,72,64,315,7.362,123.22
18918033000,0.0133,2.59,L450M,148.755,139.487,84.136,120,69,72,52,314,7.362,94.845
18918034000,0.0133,2.59,L450M,127.889,135.022,91.393,120,70,82,41,314,7.362,109.868
18918035000,0.0133,2.59,L450M,100.359,140.366,91.883,120,59,81,54,315,7.362,105.157
18918036000,0.0133,2.59,L450M,88.948,146.686,84.091,114,67,79,56,317,7.361,112.85
18918037000,0.0133,2.59,L450M,107.66,179.178,82.988,120,61,80,53,315,7.361,88.848
18918038000,0.0133,2.59,L450M,127.581,189.408,88.219,120,71,82,41,315,7.362,86.4
18918039000,0.0133,2.59,L450M,153.216,155.752,87.504,114,77,71,53,316,7.362,89.863
18918040000,0.0133,2.59,L450M,53.321,153.026,87.603,112,68,80,59,320,7.362,100.12
18918041000,0.0133,2.59,L450M,86.581,154.176,89.22,114,67,83,54,319,7.362,103.112
18918042000,0.0133,2.59,L450M,78.62,165.5,85.729,120,72,79,47,319,7.361,109.595
18918043000,0.0133,2.59,L450M,62.398,159.275,151.92,112,70,78,82,343,7.373,97.918
18918044000,0.0133,2.59,L450M,66.464,144.192,86.404,118,68,79,84,350,7.373,149.901
18918045000,0.0133,2.59,L450M,137.245,140.213,88.222,119,71,70,81,342,7.361,98.828
18918046000,0.0133,2.59,L450M,117.057,147.355,98.838,111,78,81,71,343,7.361,116.342
18918047000,0.0133,2.59,L450M,98.395,157.628,84.001,113,77,71,82,344,7.361,111.116
18918048000,0.0112,2.591,L485M,48.849,130.412,84.44,112,70,71,95,349,6.715,86.257
18918049000,0.0112,2.591,L485M,83.527,129.892,101.466,121,70,71,83,346,6.715,84.142
18918050000,0.0112,2.582,L485M,86.667,141.69,91.921,121,71,79,74,346,6.715,67.056
18918051000,0.0112,2.582,L485M,58.572,144.722,92.302,118,70,81,84,353,6.713,61.928
18918052000,0.0112,2.591,L485M,52.085,130.847,104.395,119,69,71,95,355,6.712,58.606
18918053000,0.0144,2.581,L485M,84.306,147.69,86.836,112,78,72,84,347,8.449,109.113
18918054000,0.0144,2.581,L485M,73.22,133.501,87.207,122,70,80,75,347,8.448,120.816
18918055000,0.0144,2.581,L485M,54.793,155.033,89.894,122,69,80,86,357,8.446,98.31
18918056000,0.0144,2.581,L485M,48.025,135.076,82.801,120,69,70,98,357,8.446,113.319
18918057000,0.0144,2.581,L485M,78.556,133.343,86.927,119,79,72,84,355,8.448,112.763
18918058000,0.0144,2.581,L485M,73.141,140.831,88.408,121,80,82,72,355,8.449,103.109
18918059000,0.0144,2.581,L485M,55.496,135.113,88.427,121,71,79,87,359,8.449,98.348
18918060000,0.0144,2.581,L485M,47.593,126.956,88.991,122,68,71,98,360,8.447,102.634
18918061000,0.0144,2.581,L485M,78.84,127.39,86.881,124,70,83,82,359,8.447,112.606
18918062000,0.0144,2.581,L485M,73.058,142.563,87.355,133,71,107,47,359,8.448,119.757
18918063000,0.0121,2.591,L290M,57.381,136.704,95.193,119,68,108,58,355,0,117.698
18918064000,0.0121,2.591,L290M,51.071,135.359,87.983,119,68,73,95,356,0,78.391
18918065000,0.0121,2.591,L290M,81.293,125.04,88.649,120,70,108,57,356,0,127.296
18918066000,0.0121,2.591,L290M,76.221,142.033,87.937,132,72,110,43,358,0,122.104
18918067000,0.0121,2.591,L290M,60.126,129.353,110.4,121,67,110,56,355,0,122.024
18918068000,0.0121,2.591,L290M,51.062,122.887,85.772,119,69,100,68,356,0,113.09
18918069000,0.0121,2.591,L290M,80.11,130.469,90.708,130,63,108,54,356,0,75.695
18918070000,0.0121,2.591,L290M,76.209,126.189,87.6,132,71,113,41,358,0,126.196
18918071000,0.0121,2.591,L290M,66.735,130.082,89.901,133,69,103,53,359,0,83.771
18918072000,0.0121,2.591,L290M,58.168,139.064,88.227,124,70,101,64,360,0,89.421
18918073000,0.0121,2.591,L290M,87.554,136.421,89.368,134,69,112,43,359,0,83.763
18918074000,0.0121,2.591,L290M,76.85,128.293,90.052,136,71,112,40,360,0,88.658
18918075000,0.0121,2.591,L290M,57.906,121.107,88.267,134,69,113,43,359,0,73.489
18918076000,0.0121,2.591,L290M,50.942,120.426,81.699,124,69,111,55,361,0,83.76
18918077000,0.0121,2.591,L290M,83.256,128.593,89.756,135,71,112,41,360,0,100.475
18918078000,0.0121,2.591,L290M,75.775,128.209,88.848,136,71,121,30,359,0,95.901
18918079000,0.0121,2.591,L290M,57.56,128.397,84.626,136,68,112,43,359,0,84.815
18918080000,0.0121,2.591,L290M,50.396,125.668,84.432,125,69,112,53,361,0,95.708
18918081000,0.0121,2.591,L290M,82.102,129.356,88.422,136,70,113,39,359,0,90.48
18918082000,0.0121,2.591,L290M,74.091,131.423,91.383,146,62,119,31,359,0,95.907
18918083000,0.0121,2.591,L290M,57.362,138.328,80.979,135,70,112,42,359,0,87.409
18918084000,0.0121,2.591,L290M,53.052,126.336,86.452,126,69,113,51,361,0,87.412
18918085000,0.0121,2.591,L290M,81.765,123.262,84.521,136,74,107,41,359,0,87.611
18918086000,0.0121,2.591,L290M,75.836,123.067,86.354,148,97,82,31,359,0,95.705
18918087000,0.0121,2.591,L290M,57.607,127.34,85.254,137,97,83,41,359,0,84.666
18918088000,0.0121,2.591,L290M,51.243,121.678,82.085,127,72,108,52,360,0,95.239
18918089000,0.0121,2.591,L290M,82.129,127.876,89.237,138,98,84,39,360,0,85.381
18918090000,0.0121,2.591,L290M,76.293,130.22,88.136,147,102,78,31,358,0,100.267
18918091000,0.0121,2.591,L290M,57.586,121.93,84.633,136,100,80,41,359,0,84.613
18918092000,0.0121,2.591,L290M,50.861,138.526,86.017,128,98,81,52,360,0,83.558
18918093000,0.0121,2.591,L290M,92.978,125.8,92.402,136,110,71,39,357,0,95.671
18918094000,0.0121,2.591,L290M,85.32,122.403,91.348,138,110,71,38,358,0,95.029
18918095000,0.0121,2.591,L290M,65.707,131.946,92.059,138,101,77,41,358,0,84.772
18918096000,0.0121,2.591,L290M,51.589,150.671,88.652,137,99,71,51,359,0,84.96
18918097000,0.0121,2.591,L290M,81.188,123.02,82.987,138,109,70,39,356,0,94.188
18918098000,0.0121,2.591,L290M,81.265,124.749,91.244,146,102,70,38,356,0,85.874
18918099000,0.0121,2.591,L290M,55.502,126.143,91.489,137,110,67,41,356,0,88.607
18918100000,0.0121,2.582,L290M,50.712,162.343,89.088,135,101,69,51,357,0,84.281
18918101000,0.0121,2.582,L290M,93.974,130.17,85.96,138,110,67,40,356,0,84.876
18918102000,0.0133,2.59,L450M,72.824,139.875,81.833,146,104,65,40,356,7.364,89
18918103000,0.0133,2.59,L450M,58.434,147.506,83.24,139,110,66,41,357,7.353,79.203
18918104000,0.0133,2.59,L450M,62.398,131.192,84.479,135,101,67,52,356,7.353,92.962
18918105000,0.0133,2.59,L450M,81.229,127.953,83.13,149,100,66,38,355,7.35,96.88
18918106000,0.0133,2.59,L450M,73.688,132.2,82.564,139,113,62,40,356,7.35,91.827
18918107000,0.0133,2.59,L450M,63.505,146.791,80.736,137,102,73,42,355,7.35,80.725
18918108000,0.0133,2.59,L450M,68.519,141.543,84.858,139,100,65,52,356,7.35,77.908
18918109000,0.0133,2.59,L450M,93.664,137.948,83.905,174,73,68,38,354,7.351,86.599
18918110000,0.0133,2.59,L450M,81.454,143.18,81.691,174,73,66,40,354,7.351,103.495
18918111000,0.0133,2.59,L450M,71.053,142.744,81.413,164,74,66,50,355,7.351,101.761
18918112000,0.0133,2.59,L450M,71.157,144.916,84.092,165,72,66,51,355,7.351,99.896
18918113000,0.0133,2.59,L450M,100.444,139.622,90.583,158,79,66,41,345,7.352,108.286
18918114000,0.0133,2.59,L450M,91.061,136.841,80.986,176,70,65,41,353,7.354,127.242
18918115000,0.0133,2.59,L450M,72.889,133.434,87.742,167,70,67,49,355,7.354,121.688
18918116000,0.0133,2.59,L450M,61.354,153.031,85.495,167,70,65,52,355,7.355,111.79
18918117000,0.0133,2.59,L450M,95.634,163.106,83.235,176,68,60,47,352,7.355,95.897
18918118000,0.0133,2.59,L450M,111.34,121.388,85.524,179,68,65,41,354,7.358,116.886
18918119000,0.0133,2.59,L450M,78.567,135.365,85.398,168,68,66,50,353,7.358,117.738
